2 4 2
4 4 4
5 3 5
5 0 3
6 2 6
7 3 6
7 0 6
9 0 5
10 3 10
10 1 8
11 1 11
11 0 11
12 3 11
15 2 13
16 2 16
17 3 14
25 0 24
28 4 27
28 2 26
28 0 25
29 3 29
29 0 25
30 2 30
32 2 31
34 4 29
34 2 34
35 3 34
35 0 35
36 3 34
37 3 32
38 3 30
39 4 31
39 2 35
40 3 34
40 1 39
42 2 34
42 0 42
43 2 33
43 0 43
44 1 42
45 4 27
47 0 46
49 3 41
54 3 51
54 1 54
55 3 53
55 1 55
56 4 28
56 3 37
58 3 36
59 4 30
60 4 29
60 3 53
61 3 37
62 1 62
64 0 64
65 4 46
66 4 30
66 3 50
66 0 65
67 3 65
68 0 64
70 4 29
74 4 31
82 2 70
86 4 84
86 3 35
89 4 32
91 4 28
91 1 78
92 2 65
95 3 74
95 0 95
100 3 64
102 4 29
108 3 78
109 3 62
109 1 109
112 3 106
113 3 57
113 0 111
115 0 114
116 2 36
118 3 118
118 2 65
121 4 28
122 4 91
123 3 79
124 4 47
125 3 118
126 0 119
127 4 31
127 2 123
128 0 119
129 3 73
130 2 129
130 0 120
133 3 130
133 0 119
134 2 129
135 4 27
135 0 135
136 4 31
137 3 110
141 2 129
142 3 130
142 1 110
144 0 138
147 3 38
149 0 147
150 3 141
150 1 109
150 0 138
151 3 132
152 2 152
152 1 111
154 3 71
156 2 133
157 3 104
158 2 123
159 4 83
159 1 110
160 1 111
161 1 110
166 1 110
167 4 46
169 4 91
170 3 38
171 3 135
172 4 28
178 4 29
178 3 110
182 2 71
186 4 154
188 4 155
189 2 183
196 4 31
197 1 111
203 3 38
203 1 199
204 3 117
205 2 194
206 1 199
213 4 103
214 3 202
215 2 186
216 4 32
217 4 90
217 1 198
218 4 91
219 3 149
219 1 200
220 4 99
221 4 85
221 3 109
223 3 64
228 3 56
228 1 197
229 2 153
230 4 28
231 3 201
237 3 121
241 4 160
241 3 92
242 3 240
243 4 46
243 3 33
245 3 198
247 4 45
247 1 200
248 1 200
249 4 229
249 1 199
250 1 110
253 3 179
256 3 131
258 3 143
264 3 119
265 4 92
265 3 37
266 4 32
267 3 143
270 3 46
270 2 239
273 3 239
275 4 90
276 4 86
277 3 149
277 2 193
278 2 208
279 2 210
283 4 47
286 3 112
287 4 157
288 3 241
290 4 231
291 3 67
292 4 46
292 3 105
294 4 163
295 2 273
298 2 188
300 3 109
301 4 148
303 3 94
304 4 29
304 3 239
305 4 166
313 4 152
314 2 195
317 4 47
320 4 30
320 3 149
321 3 199
321 2 191
324 3 148
324 2 223
325 3 146
326 4 33
326 2 235
336 2 222
339 3 199
339 2 123
341 3 173
342 3 233
343 4 93
344 3 132
345 2 345
347 2 241
348 4 327
348 2 303
351 4 31
359 3 147
362 4 45
367 2 195
368 2 303
370 3 119
372 3 143
374 4 160
374 3 105
383 3 150
397 4 160
397 3 240
401 3 93
403 3 134
411 2 350
413 4 150
414 4 99
415 4 44
427 4 45
432 3 114
433 3 109
434 2 202
435 4 38
436 4 295
437 4 436
437 3 147
445 3 133
450 1 442
453 3 137
455 4 294
459 1 446
461 4 104
462 4 47
462 3 309
462 1 448
467 3 354
469 3 109
470 4 237
471 4 74
471 1 442
473 3 109
474 3 134
477 3 133
480 1 443
485 2 196
487 2 480
487 1 444
488 1 442
490 1 445
497 1 442
498 4 330
499 4 498
500 1 444
501 2 479
501 1 447
503 4 29
503 3 137
507 2 481
509 2 482
511 4 505
511 1 443
512 3 230
512 2 483
513 2 492
513 1 443
516 3 323
516 2 481
517 2 480
518 4 504
518 3 404
521 4 436
522 4 101
526 3 200
529 2 482
539 3 199
547 3 532
550 2 484
552 1 444
554 1 443
556 1 442
557 1 444
559 3 532
560 2 555
564 3 37
566 2 553
568 4 438
568 3 507
569 4 166
571 3 121
572 3 132
574 4 169
575 4 101
576 4 327
576 2 500
580 4 90
580 2 489
582 4 103
583 3 204
583 2 553
586 4 230
586 2 558
587 2 555
594 3 202
595 4 584
597 3 540
602 4 293
606 4 33
610 3 118
613 4 89
615 3 401
615 2 564
616 3 133
616 2 558
617 3 133
617 2 557
620 1 445
624 4 154
624 1 443
627 4 86
630 2 555
630 1 444
630 0 579
632 2 632
634 4 503
635 4 376
638 1 449
638 0 586
639 1 593
641 4 32
641 1 443
642 3 549
643 0 579
648 2 556
649 0 579
650 2 479
653 1 443
657 2 554
660 4 240
660 2 553
662 1 444
669 4 517
673 4 260
673 1 669
674 2 670
676 1 669
677 2 673
680 2 680
683 0 683
687 3 151
688 0 684
692 4 515
693 2 677
694 4 103
695 2 345
697 0 697
698 0 694
699 4 687
699 2 695
699 0 696
702 4 516
702 3 530
703 0 693
707 4 523
710 4 103
710 0 701
713 4 326
714 0 700
717 4 196
718 4 46
719 4 323
720 4 230
720 2 715
720 0 699
723 4 150
723 0 696
725 2 677
729 4 75
729 2 665
732 3 131
733 4 497
736 0 693
739 0 696
740 4 85
741 4 47
743 4 47
743 0 701
744 0 699
745 0 701
746 4 291
746 0 696
747 3 62
749 3 76
750 3 305
751 0 692
753 4 592
754 2 672
756 3 239
756 0 700
758 0 692
762 4 699
763 4 626
764 0 695
766 3 508
768 1 671
768 0 695
769 2 558
772 4 626
772 0 694
774 0 694
776 4 437
776 0 710
777 2 486
780 0 697
782 2 556
786 2 554
787 4 691
787 0 693
789 0 701
790 0 700
801 4 155
802 1 777
803 4 438
804 3 529
805 3 202
805 2 715
807 3 531
811 3 530
811 2 672
812 3 133
812 2 686
813 4 522
815 3 534
815 0 693
817 0 698
820 2 819
821 4 774
821 2 556
822 4 625
825 1 777
825 0 694
828 0 692
831 2 716
832 2 554
833 0 695
835 3 65
836 2 480
838 3 148
840 3 543
840 2 554
843 4 525
843 0 699
844 4 434
845 3 142
846 2 676
848 3 837
849 4 507
851 2 482
853 4 772
856 4 157
856 3 113
857 3 322
859 3 200
861 4 328
861 2 481
865 3 146
869 4 845
870 1 777
871 1 673
872 2 687
872 0 701
873 4 90
876 2 687
880 2 557
881 1 846
882 1 846
883 0 715
885 4 527
885 3 507
885 0 696
888 2 669
888 0 698
890 1 777
893 4 484
897 3 547
897 0 699
899 4 524
899 0 696
903 4 626
903 3 537
903 2 556
903 0 701
904 1 673
907 0 697
908 1 777
908 0 697
911 2 555
912 4 330
913 2 670
914 3 530
916 2 675
