48900.0526 29411.2215 27649.3023 28314.6938 -1090.0407 -1126.9125 26427.5909 12174.8891 21148.3438 20721.0116 -787.8237 -846.1314 157.9319
48900.0526 33137.3127 27649.3023 28314.6938 -1090.0407 -1126.9125 26427.5909 12174.8891 22556.4996 23335.1344 -787.8237 -692.4472 116.9929
50218.9609 33137.3127 27649.3023 28314.6938 -1042.7155 -1126.9125 26427.5909 12174.8891 22556.4996 23558.4170 -812.9128 -692.4472 116.7933
51230.1624 34436.1776 27649.3023 28314.6938 -1044.4576 -1126.9125 26427.5909 12174.8891 22556.4996 23558.4170 -812.9128 -739.5661 111.4946
50296.1393 34436.1776 27649.3023 28314.6938 -1044.4576 -1089.8285 26427.5909 12174.8891 22556.4996 23558.4170 -877.3720 -739.5661 77.8620
50296.1393 34436.1776 27649.3023 28314.6938 -1044.4576 -1089.8285 26427.5909 12174.8891 22556.4996 23558.4170 -877.3720 -739.5661 77.8620
48507.9007 26519.8710 42794.4119 46114.8402 -367.3152 -368.0450 14636.7504 25105.6141 23840.2070 13806.4650 -382.6637 -216.2545 20.4087
45135.3195 26519.8710 42794.4119 46114.8402 -384.5094 -334.7778 13662.0476 25105.6141 23840.2070 13806.4650 -382.6637 -216.2545 20.8998
48507.9007 26519.8710 42794.4119 46114.8402 -367.3152 -368.0450 14636.7504 25105.6141 23840.2070 13806.4650 -382.6637 -216.2545 20.4087
48507.9007 26519.8710 42794.4119 46114.8402 -367.3152 -368.0450 14636.7504 25105.6141 23840.2070 13806.4650 -382.6637 -216.2545 20.4087
48507.9007 26519.8710 42794.4119 46114.8402 -367.3152 -368.0450 14636.7504 25105.6141 23840.2070 13806.4650 -382.6637 -216.2545 20.4087
48302.8773 26519.8710 42794.4119 46114.8402 -434.3597 -499.3638 12805.9940 22069.0789 23840.2070 13806.4650 -382.6637 -254.9035 17.4328
48302.8773 26519.8710 42794.4119 46114.8402 -434.3597 -499.3638 12805.9940 22069.0789 23840.2070 13806.4650 -382.6637 -254.9035 17.4328
48302.8773 26519.8710 42794.4119 46114.8402 -434.3597 -499.3638 12805.9940 22069.0789 23840.2070 13806.4650 -382.6637 -254.9035 17.4328
48302.8773 26519.8710 42794.4119 46114.8402 -434.3597 -499.3638 12805.9940 22069.0789 23840.2070 13806.4650 -382.6637 -254.9035 17.4328
49320.8528 26519.8710 42794.4119 46114.8402 -443.8622 -499.3638 12805.9940 21711.6571 23840.2070 13806.4650 -368.6983 -254.9035 17.4101
49320.8528 26519.8710 42794.4119 51032.6299 -421.2539 -499.3638 12805.9940 22330.4642 23840.2070 13806.4650 -377.9784 -254.9035 17.1686
