1.148142e-1190 2.831777e-597 8.033816e-217 3.851947e-75 6.065602e-09 
8.911653e-1159 5.663554e-597 2.681137e-216 5.777921e-75 1.032354e-07 
1.782331e-1158 8.495331e-597 1.149803e-206 1.455833e-37 4.304483e-02 
2.673496e-1158 1.132711e-596 1.522933e-144 2.907664e-25 8.608955e-02 
3.564661e-1158 1.415888e-596 3.045866e-144 6.666615e-08 9.507491e-02 
4.455827e-1158 1.699066e-596 2.011759e-38 1.333323e-07 1.040603e-01 
5.346992e-1158 9.518939e-199 2.260898e-38 2.226050e-07 1.130456e-01 
6.238157e-1158 1.903788e-198 4.272658e-38 3.118777e-07 1.130860e-01 
7.129323e-1158 2.855682e-198 6.284417e-38 4.011504e-07 1.131263e-01 
8.020488e-1158 3.807576e-198 8.296176e-38 1.142927e-06 1.131667e-01 
6.060577e-1041 4.759470e-198 6.312606e-33 1.884703e-06 1.158306e-01 
1.212115e-1040 5.711364e-198 1.262513e-32 2.626479e-06 1.172939e-01 
8.303066e-977 6.691215e-198 1.893765e-32 3.283083e-05 1.187571e-01 
1.660613e-976 6.691904e-198 2.525017e-32 6.303519e-05 1.189264e-01 
2.490920e-976 6.692592e-198 3.220192e-32 8.267128e-05 1.190956e-01 
3.321226e-976 7.123206e-170 5.162082e-32 1.023074e-04 1.191084e-01 
4.151533e-976 2.614963e-167 7.103973e-32 1.212453e-04 1.191092e-01 
4.981840e-976 5.222804e-167 1.805320e-24 1.401832e-04 1.191814e-01 
5.812146e-976 7.830644e-167 3.610640e-24 1.591211e-04 1.192537e-01 
6.642453e-976 1.043848e-166 1.038853e-23 1.780590e-04 1.199337e-01 
7.472759e-976 1.304632e-166 1.716641e-23 1.969970e-04 1.206137e-01 
7.538447e-976 1.565416e-166 2.394430e-23 2.159349e-04 1.212936e-01 
1.692584e-972 8.388001e-129 3.072219e-23 2.348728e-04 1.219736e-01 
1.966659e-656 1.677600e-128 3.750007e-23 2.491419e-04 1.226536e-01 
3.933319e-656 1.978661e-121 4.427796e-23 3.246439e-04 1.271331e-01 
5.899978e-656 3.957321e-121 5.001581e-23 4.001458e-04 1.456477e-01 
7.866638e-656 5.935981e-121 5.775135e-23 4.756478e-04 4.817615e-01 
9.833297e-656 7.914642e-121 6.548689e-23 5.511498e-04 8.370024e-01 
1.179996e-655 7.996379e-121 7.322243e-23 3.806562e-03 1.192243e+00 
1.376662e-655 8.078116e-121 8.581856e-14 7.061975e-03 1.547484e+00 
1.573328e-655 2.298136e-69 1.716371e-13 1.031739e-02 1.902725e+00 
1.640888e-655 4.596271e-69 2.574557e-13 1.357280e-02 2.171597e+00 
1.708449e-655 6.894407e-69 2.173367e-11 2.206942e-02 2.440468e+00 
1.776009e-655 6.953451e-69 4.320988e-11 3.056605e-02 2.467940e+00 
1.331280e-576 9.123895e-57 6.468609e-11 3.491988e-02 2.495412e+00 
2.662560e-576 1.824779e-56 7.793609e-11 3.927372e-02 2.504526e+00 
3.993840e-576 2.737168e-56 9.118609e-11 4.362756e-02 2.513641e+00 
5.325120e-576 2.860524e-56 9.127191e-11 4.798139e-02 2.618318e+00 
6.656400e-576 3.160295e-56 9.135773e-11 4.855134e-02 2.657064e+00 
3.907440e-526 4.072684e-56 9.153535e-11 5.290518e-02 2.661898e+00 
1.203464e-297 1.268502e-55 1.047854e-10 5.725902e-02 2.666731e+00 
2.406929e-297 2.129735e-55 1.180354e-10 5.770821e-02 2.675821e+00 
3.610393e-297 2.220974e-55 1.312854e-10 5.815741e-02 2.684911e+00 
4.249852e-295 2.312213e-55 1.312854e-10 5.860660e-02 2.876528e+00 
5.509739e-290 2.403452e-55 1.312855e-10 6.110005e-02 3.068144e+00 
1.101944e-289 2.494691e-55 1.312856e-10 6.435546e-02 3.259761e+00 
1.652913e-289 6.183633e-54 1.312857e-10 6.761087e-02 3.469866e+00 
2.203883e-289 1.211780e-53 1.312857e-10 7.152872e-02 3.469868e+00 
2.754853e-289 1.805196e-53 1.312858e-10 7.544657e-02 3.469870e+00 
3.305822e-289 4.156948e-52 1.316810e-10 7.936441e-02 3.469871e+00 
3.856792e-289 8.133376e-52 1.441622e-10 8.328226e-02 3.469884e+00 
4.407762e-289 1.210980e-51 1.566434e-10 8.720011e-02 3.503915e+00 
4.005683e-280 1.608623e-51 1.691246e-10 9.111795e-02 3.537946e+00 
8.011367e-280 2.006266e-51 1.816058e-10 9.503580e-02 3.545286e+00 
9.778658e-271 3.017406e-51 1.818329e-10 9.895365e-02 3.563077e+00 
1.326328e-268 4.028545e-51 1.820599e-10 1.028715e-01 3.563403e+00 
2.642877e-268 5.039685e-51 1.824552e-10 1.072253e-01 3.563699e+00 
3.959426e-268 6.050825e-51 1.830141e-10 1.115792e-01 3.563732e+00 
5.275975e-268 7.061964e-51 1.834094e-10 1.159330e-01 3.563765e+00 
6.592525e-268 8.073104e-51 2.112467e-10 1.202868e-01 3.563798e+00 
7.909074e-268 9.084244e-51 2.114738e-10 1.246407e-01 3.563831e+00 
9.225623e-268 1.009538e-50 2.118690e-10 1.289945e-01 3.563865e+00 
1.054217e-267 1.110652e-50 2.142196e-10 1.333484e-01 3.563898e+00 
7.458071e-260 1.211766e-50 2.593455e-10 1.377022e-01 3.568074e+00 
1.491614e-259 1.312880e-50 3.044714e-10 1.420560e-01 3.572250e+00 
2.237421e-259 1.413994e-50 3.495974e-10 1.422261e-01 3.579566e+00 
2.983228e-259 1.515108e-50 3.498244e-10 1.465799e-01 3.579566e+00 
3.729035e-259 1.898010e-50 3.502197e-10 1.509338e-01 3.579566e+00 
4.474842e-259 2.280912e-50 3.925789e-10 1.552876e-01 3.579568e+00 
5.220649e-259 2.663814e-50 4.349382e-10 1.596414e-01 3.579571e+00 
5.966457e-259 3.046716e-50 4.772974e-10 1.639953e-01 3.579574e+00 
6.712264e-259 3.588125e-50 5.196567e-10 1.683491e-01 3.580154e+00 
7.458071e-259 4.129535e-50 5.620159e-10 1.726938e-01 3.580313e+00 
8.203878e-259 4.614827e-50 6.043751e-10 1.770385e-01 3.668591e+00 
8.949685e-259 5.100119e-50 6.088093e-10 1.813923e-01 3.756869e+00 
9.695492e-259 5.585411e-50 6.132435e-10 1.857462e-01 3.845147e+00 
1.044130e-258 5.741953e-50 6.176777e-10 1.901000e-01 3.846330e+00 
1.118711e-258 1.002464e-49 6.221119e-10 1.944539e-01 3.856431e+00 
1.193291e-258 1.025886e-49 6.436527e-10 1.988077e-01 3.875470e+00 
